Stock,Quarter,Close,EPS(Q),Sales(Q),EPS(TTM),Sales(TTM),PE(TTM),Prev_EPS(Q),Prev_EPS(TTM),Prev_Sales,Prev_PE,Prev_Close,FR%,SR%,TR%,Sales%,EPS%,Return%
ADANIGREEN.NS,2021-08-15,919.1,1.4,977.0,2.4699999999999998,3324.0,372.11,0.67,1.36,986.0,800.04,1088.05,81.62,-97.15,-15.530000000000001,-0.91,108.96,-15.530000000000001
ADANIGREEN.NS,2021-11-15,1292.3,0.64,1295.0,2.99,4007.0,432.21,1.4,2.4699999999999998,977.0,372.11,919.1,21.05,19.55,40.6,32.55,-54.29,40.6
ADANITRANS.NS,2020-08-15,238.65,3.49,2447.0,8.3,11005.0,28.75,,,,,,,,,,,
ADANITRANS.NS,2020-11-15,340.35,1.88,2156.0,8.08,10568.0,42.12,3.49,8.3,2447.0,28.75,238.65,-2.65,45.27,42.620000000000005,-11.89,-46.13,42.620000000000005
ADANITRANS.NS,2021-02-15,627.55,3.59,2597.0,9.82,10387.0,63.91,1.88,8.08,2156.0,42.12,340.35,21.53,62.87,84.4,20.45,90.96,84.4
ADANITRANS.NS,2021-05-16,1143.4,2.17,2727.0,11.129999999999999,9927.0,102.73,3.59,9.82,2597.0,63.91,627.55,13.34,68.85,82.19,5.01,-39.55,82.19
ADANITRANS.NS,2021-08-15,971.15,3.96,2830.0,11.599999999999998,10310.0,83.72,2.17,11.129999999999999,2727.0,102.73,1143.4,4.22,-19.29,-15.07,3.78,82.49,-15.07
ADANITRANS.NS,2021-11-15,1988.35,2.48,2541.0,12.2,10695.0,162.98,3.96,11.599999999999998,2830.0,83.72,971.15,5.17,99.57,104.74,-10.21,-37.37,104.74
AMBUJACEM.NS,2020-08-15,220.75,2.3,4644.0,10.01,24098.0,22.05,,,,,,,,,,,
AMBUJACEM.NS,2020-11-15,259.0,3.13,6169.0,11.2,24189.0,23.12,2.3,10.01,4644.0,22.05,220.75,11.89,5.43,17.32,32.84,36.09,17.32
AMBUJACEM.NS,2021-02-15,277.45,3.69,7453.0,11.91,24516.0,23.3,3.13,11.2,6169.0,23.12,259.0,6.34,0.83,7.17,20.81,17.89,7.17
AMBUJACEM.NS,2021-05-16,307.1,4.77,7715.0,13.89,25981.0,22.11,3.69,11.91,7453.0,23.3,277.45,16.62,-5.96,10.66,3.52,29.27,10.66
AMBUJACEM.NS,2021-08-15,402.45,4.42,6978.0,16.009999999999998,28315.0,25.14,4.77,13.89,7715.0,22.11,307.1,15.26,15.8,31.060000000000002,-9.55,-7.34,31.060000000000002
AMBUJACEM.NS,2021-11-15,422.85,3.35,6647.0,16.23,28793.0,26.05,4.42,16.009999999999998,6978.0,25.14,402.45,1.37,3.67,5.04,-4.74,-24.21,5.04
