Stock,Quarter,Close,EPS(Q),Sales(Q),EPS(TTM),Sales(TTM),PE(TTM),Prev_EPS(Q),Prev_EPS(TTM),Prev_Sales,Prev_PE,Prev_Close,FR%,SR%,TR%,Sales%,EPS%,Return%
ICICIBANK.NS,2021-02-15,647.6,7.96,10412.0,21.779999999999998,43729.0,29.73,7.08,21.04,10945.0,23.14,486.9,3.52,29.48,33.0,-4.87,12.43,33.0
ICICIBANK.NS,2021-05-16,597.3,7.07,9955.0,26.919999999999998,42659.0,22.19,7.96,21.779999999999998,10412.0,29.73,647.6,23.6,-31.34,-7.739999999999998,-4.39,-11.18,-7.739999999999998
ICICIBANK.NS,2021-08-15,704.8,6.88,10068.0,28.990000000000002,41380.0,24.31,7.07,26.919999999999998,9955.0,22.19,597.3,7.69,10.29,17.98,1.14,-2.69,17.98
ICICIBANK.NS,2021-11-15,776.6,8.78,10093.0,30.69,40528.0,25.3,6.88,28.990000000000002,10068.0,24.31,704.8,5.86,4.31,10.17,0.25,27.62,10.17
HEROMOTOCO.NS,2020-08-15,2803.8,2.96,2969.0,122.41,24038.0,22.9,,,,,,,,,,,
HEROMOTOCO.NS,2020-11-15,3115.7,47.98,9473.0,126.35999999999999,25851.0,24.66,2.96,122.41,2969.0,22.9,2803.8,3.23,7.93,11.16,219.06,1520.95,11.16
HEROMOTOCO.NS,2021-02-15,,51.02,9827.0,132.23,28603.0,,47.98,126.35999999999999,9473.0,24.66,3115.7,4.65,,,3.74,6.34,
HEROMOTOCO.NS,2021-05-16,2812.35,44.1,8690.0,146.06,30959.0,19.25,51.02,132.23,9827.0,,,10.46,,,-11.57,-13.56,
HEROMOTOCO.NS,2021-08-15,2772.2,12.82,5503.0,155.92,33493.0,17.78,44.1,146.06,8690.0,19.25,2812.35,6.75,-8.15,-1.4000000000000004,-36.67,-70.93,-1.4000000000000004
HEROMOTOCO.NS,2021-11-15,2683.05,37.32,8539.0,145.26000000000002,32559.0,18.47,12.82,155.92,5503.0,17.78,2772.2,-6.84,3.62,-3.2199999999999998,55.17,191.11,-3.2199999999999998
AXISBANK.NS,2020-08-15,435.85,3.9,9590.0,6.0,38021.0,72.64,,,,,,,,,,,
AXISBANK.NS,2020-11-15,613.15,6.0,8781.0,12.080000000000002,37321.0,50.76,3.9,6.0,9590.0,72.64,435.85,101.33,-60.64,40.69,-8.44,53.85,40.69
AXISBANK.NS,2021-02-15,750.4,4.3,8252.0,9.73,36180.0,77.12,6.0,12.080000000000002,8781.0,50.76,613.15,-19.45,41.83,22.38,-6.02,-28.33,22.38
AXISBANK.NS,2021-05-16,685.0,9.6,8077.0,23.799999999999997,34700.0,28.78,4.3,9.73,8252.0,77.12,750.4,144.6,-153.32,-8.719999999999999,-2.12,123.26,-8.719999999999999
AXISBANK.NS,2021-08-15,759.9,7.69,8367.0,27.59,33477.0,27.54,9.6,23.799999999999997,8077.0,28.78,685.0,15.92,-4.99,10.93,3.59,-19.9,10.93
