"DateTime","NIFTY50","NIFTY50 - PE"
"2005-06-09 05:30:00",,13.97
"2005-06-10 05:30:00",,13.89
"2005-06-13 05:30:00",,13.9
"2005-06-14 05:30:00",,13.96
"2005-06-15 05:30:00",,14.07
"2005-06-16 05:30:00",,14.04
"2005-06-17 05:30:00",,14.04
"2005-06-20 05:30:00",,13.82
"2005-06-21 05:30:00",,13.99
"2005-06-22 05:30:00",,14.1
"2005-06-23 05:30:00",,14.08
"2005-06-24 05:30:00",,14.14
"2005-06-27 05:30:00",,14.18
"2005-06-28 05:30:00",,13.99
"2005-06-29 05:30:00",,14.13
"2005-06-30 05:30:00",,14.31
"2005-07-01 05:30:00",,14.26
"2005-07-04 05:30:00",,14.38
"2005-07-05 05:30:00",,14.25
"2005-07-06 05:30:00",,14.36
"2005-07-07 05:30:00",,14.05
"2005-07-08 05:30:00",,14.16
"2005-07-11 05:30:00",,14.3
"2005-07-12 05:30:00",,14.29
"2005-07-13 05:30:00",,14.17
"2005-07-14 05:30:00",,14.04
"2005-07-15 05:30:00",,14.21
"2005-07-18 05:30:00",,14.31
"2005-07-19 05:30:00",,14.33
"2005-07-20 05:30:00",,14.36
"2005-07-21 05:30:00",,14.27
"2005-07-22 05:30:00",,14.47
"2005-07-25 05:30:00",,14.62
"2005-07-26 05:30:00",,14.58
"2005-07-27 05:30:00",,14.69
"2005-07-29 05:30:00",,14.1
"2005-08-01 05:30:00",,14.36
"2005-08-02 05:30:00",,14.58
"2005-08-03 05:30:00",,14.6
"2005-08-04 05:30:00",,14.67
"2005-08-05 05:30:00",,14.63
"2005-08-08 05:30:00",,14.4
"2005-08-09 05:30:00",,14.36
"2005-08-10 05:30:00",,14.62
"2005-08-11 05:30:00",,14.75
"2005-08-12 05:30:00",,14.63
"2005-08-16 05:30:00",,14.68
"2005-08-17 05:30:00",,14.89
"2005-08-18 05:30:00",,14.8
"2005-08-19 05:30:00",,14.77
"2005-08-22 05:30:00",,14.67
"2005-08-23 05:30:00",,14.41
"2005-08-24 05:30:00",,14.39
"2005-08-25 05:30:00",,14.58
"2005-08-26 05:30:00",,14.6
"2005-08-29 05:30:00",,14.48
"2005-08-30 05:30:00",,14.67
"2005-08-31 05:30:00",,14.78
"2005-09-01 05:30:00",,14.92
"2005-09-02 05:30:00",,14.98
"2005-09-05 05:30:00",,15.02
"2005-09-06 05:30:00",,15.06
"2005-09-08 05:30:00",,15.22
"2005-09-09 05:30:00",,15.23
"2005-09-12 05:30:00",,15.41
"2005-09-13 05:30:00",,15.51
"2005-09-14 05:30:00",,15.46
"2005-09-15 05:30:00",,15.66
"2005-09-16 05:30:00",,15.83
"2005-09-19 05:30:00",,15.92
"2005-09-20 05:30:00",,15.99
"2005-09-21 05:30:00",,15.93
"2005-09-22 05:30:00",,15.36
"2005-09-23 05:30:00",,15.37
"2005-09-26 05:30:00",,15.88
"2005-09-27 05:30:00",,15.99
"2005-09-28 05:30:00",,16.13
"2005-09-29 05:30:00",,16.21
"2005-09-30 05:30:00",,16.15
"2005-10-03 05:30:00",,16.33
"2005-10-04 05:30:00",,16.54
"2005-10-05 05:30:00",,16.42
"2005-10-06 05:30:00",,16.02
"2005-10-07 05:30:00",,15.99
"2005-10-10 05:30:00",,15.94
"2005-10-11 05:30:00",,16
"2005-10-13 05:30:00",,15.67
"2005-10-14 05:30:00",,15.3
"2005-10-17 05:30:00",,15.27
"2005-10-18 05:30:00",,15.17
"2005-10-19 05:30:00",,14.81
"2005-10-20 05:30:00",,14.69
"2005-10-21 05:30:00",,15.02
"2005-10-24 05:30:00",,14.72
"2005-10-25 05:30:00",,14.81
"2005-10-26 05:30:00",,14.58
"2005-10-27 05:30:00",,14.01
"2005-10-28 05:30:00",,13.74
"2005-10-31 05:30:00",,14.23
"2005-11-01 05:30:00",,14.32
"2005-11-02 05:30:00",,14.52
"2005-11-07 05:30:00",,14.77
"2005-11-08 05:30:00",,14.96
"2005-11-09 05:30:00",,14.94
"2005-11-10 05:30:00",,15.01
"2005-11-11 05:30:00",,15.29
"2005-11-14 05:30:00",,15.36
"2005-11-16 05:30:00",,15.5
"2005-11-17 05:30:00",,15.63
"2005-11-18 05:30:00",,15.73
"2005-11-21 05:30:00",,15.65
"2005-11-22 05:30:00",,15.47
"2005-11-23 05:30:00",,15.68
"2005-11-24 05:30:00",,15.84
"2005-11-25 05:30:00",,16.02
"2005-11-26 05:30:00",,16.13
"2005-11-28 05:30:00",,16.31
"2005-11-29 05:30:00",,16.22
"2005-11-30 05:30:00",,15.95
"2005-12-01 05:30:00",,16.23
"2005-12-02 05:30:00",,16.22
"2005-12-05 05:30:00",,16
"2005-12-06 05:30:00",,16.01
"2005-12-07 05:30:00",,16.2
"2005-12-08 05:30:00",,16.28
"2005-12-09 05:30:00",,16.58
"2005-12-12 05:30:00",,16.7
"2005-12-13 05:30:00",,16.91
"2005-12-14 05:30:00",,16.87
"2005-12-15 05:30:00",,16.71
"2005-12-16 05:30:00",,16.9
"2005-12-19 05:30:00",,17.2
"2005-12-20 05:30:00",,17.1
"2005-12-21 05:30:00",,17.08
"2005-12-22 05:30:00",,17.15
"2005-12-23 05:30:00",,16.97
"2005-12-26 05:30:00",,16.64
"2005-12-27 05:30:00",,16.98
"2005-12-28 05:30:00",,16.91
"2005-12-29 05:30:00",,17.07
"2005-12-30 05:30:00",,17.16
"2006-01-02 05:30:00",2835.95,17.16
"2006-01-03 05:30:00",2883.35,17.45
"2006-01-04 05:30:00",2904.4,17.58
"2006-01-05 05:30:00",2899.85,17.55
"2006-01-06 05:30:00",2914,17.64
"2006-01-09 05:30:00",2910.1,17.62
"2006-01-10 05:30:00",2870.8,17.37
"2006-01-12 05:30:00",2850.7,17.28
"2006-01-13 05:30:00",2850.55,17.25
"2006-01-16 05:30:00",2833.1,17.14
"2006-01-17 05:30:00",2829.1,17.12
"2006-01-18 05:30:00",2809.2,16.53
"2006-01-19 05:30:00",2870.85,16.87
"2006-01-20 05:30:00",2900.95,16.91
"2006-01-23 05:30:00",2884.05,16.83
"2006-01-24 05:30:00",2908,16.86
"2006-01-25 05:30:00",2940.35,17.02
"2006-01-27 05:30:00",2982.75,17.42
"2006-01-30 05:30:00",2974.5,17.91
"2006-01-31 05:30:00",3001.1,17.9
"2006-02-01 05:30:00",2971.55,17.73
"2006-02-02 05:30:00",2967.45,17.7
"2006-02-03 05:30:00",2940.6,17.54
"2006-02-06 05:30:00",3000.45,17.9
"2006-02-07 05:30:00",3020.1,18.02
"2006-02-08 05:30:00",3008.95,17.95
"2006-02-10 05:30:00",3027.55,18.03
"2006-02-13 05:30:00",3041.15,18.11
"2006-02-14 05:30:00",3017.55,17.93
"2006-02-15 05:30:00",3022.2,17.96
"2006-02-16 05:30:00",3021.6,17.95
"2006-02-17 05:30:00",2981.5,17.71
"2006-02-20 05:30:00",3005.85,17.86
"2006-02-21 05:30:00",3035.5,18.03
"2006-02-22 05:30:00",3050.8,18.13
"2006-02-23 05:30:00",3062.1,18.19
"2006-02-24 05:30:00",3050.05,18.12
"2006-02-27 05:30:00",3067.45,18.22
"2006-02-28 05:30:00",3074.7,18.27
"2006-03-01 05:30:00",3123.1,18.56
"2006-03-02 05:30:00",3150.7,18.73
"2006-03-03 05:30:00",3147.35,18.71
"2006-03-06 05:30:00",3190.4,18.96
"2006-03-07 05:30:00",3182.8,18.92
"2006-03-08 05:30:00",3116.7,18.53
"2006-03-09 05:30:00",3129.1,18.6
"2006-03-10 05:30:00",3183.9,18.93
"2006-03-13 05:30:00",3202.65,19.04
"2006-03-14 05:30:00",3195.35,19
"2006-03-16 05:30:00",3226.6,19.18
"2006-03-17 05:30:00",3234.05,19.25
"2006-03-20 05:30:00",3265.65,19.44
"2006-03-21 05:30:00",3262.3,19.42
"2006-03-22 05:30:00",3240.15,19.28
"2006-03-23 05:30:00",3247.15,19.33
"2006-03-24 05:30:00",3279.8,19.52
"2006-03-27 05:30:00",3321.65,19.77
"2006-03-28 05:30:00",3325,19.79
"2006-03-29 05:30:00",3354.2,19.97
"2006-03-30 05:30:00",3418.95,20.35
"2006-03-31 05:30:00",3402.55,20.26
"2006-04-03 05:30:00",3473.3,20.68
"2006-04-04 05:30:00",3483.15,20.74
"2006-04-05 05:30:00",3510.9,20.9
"2006-04-07 05:30:00",3454.8,20.57
"2006-04-10 05:30:00",3478.45,20.71
"2006-04-12 05:30:00",3380,20.13
"2006-04-13 05:30:00",3345.5,19.91
"2006-04-17 05:30:00",3425.15,20.34
"2006-04-18 05:30:00",3518.1,20.76
"2006-04-19 05:30:00",3535.85,20.79
"2006-04-20 05:30:00",3573.5,21.01
"2006-04-21 05:30:00",3573.05,21.01
"2006-04-24 05:30:00",3548.9,20.85
"2006-04-25 05:30:00",3462.65,20.37
"2006-04-26 05:30:00",3555.75,20.93
"2006-04-27 05:30:00",3508.1,20.58
"2006-04-28 05:30:00",3508.35,20.08
"2006-04-29 05:30:00",3557.6,20.31
"2006-05-02 05:30:00",3605.45,20.46
"2006-05-03 05:30:00",3634.25,20.62
"2006-05-04 05:30:00",3648.4,20.7
"2006-05-05 05:30:00",3663.95,20.77
"2006-05-08 05:30:00",3693.15,20.93
"2006-05-09 05:30:00",3720.55,21.09
"2006-05-10 05:30:00",3754.25,21.28
"2006-05-11 05:30:00",3701.05,20.98
"2006-05-12 05:30:00",3650.05,20.69
"2006-05-15 05:30:00",3502.95,19.86
"2006-05-16 05:30:00",3523.3,19.97
"2006-05-17 05:30:00",3635.1,20.62
"2006-05-18 05:30:00",3388.9,19.26
"2006-05-19 05:30:00",3246.9,18.51
"2006-05-22 05:30:00",3081.35,17.52
"2006-05-23 05:30:00",3199.35,18.19
"2006-05-24 05:30:00",3115.55,17.71
"2006-05-25 05:30:00",3177.7,18.39
"2006-05-26 05:30:00",3209.6,18.28
"2006-05-29 05:30:00",3214.9,18.27
"2006-05-30 05:30:00",3185.3,18.11
"2006-05-31 05:30:00",3071.05,17.46
"2006-06-01 05:30:00",2962.25,16.78
"2006-06-02 05:30:00",3091.35,17.51
"2006-06-05 05:30:00",3016.65,17.09
"2006-06-06 05:30:00",2937.3,16.64
"2006-06-07 05:30:00",2860.45,16.21
"2006-06-08 05:30:00",2724.35,15.44
"2006-06-09 05:30:00",2866.3,16.24
"2006-06-12 05:30:00",2776.85,15.73
"2006-06-13 05:30:00",2663.3,15.09
"2006-06-14 05:30:00",2632.8,14.92
"2006-06-15 05:30:00",2798.8,15.91
"2006-06-16 05:30:00",2890.35,16.43
"2006-06-19 05:30:00",2916.9,16.58
"2006-06-20 05:30:00",2861.3,16.27
"2006-06-21 05:30:00",2923.45,16.62
"2006-06-22 05:30:00",2994.75,17.03
"2006-06-23 05:30:00",3042.7,17.3
"2006-06-25 05:30:00",3050.3,17.34
"2006-06-26 05:30:00",2943.2,16.73
"2006-06-27 05:30:00",2982.45,17.36
"2006-06-28 05:30:00",2981.1,17.57
"2006-06-29 05:30:00",2997.9,17.67
"2006-06-30 05:30:00",3128.2,18.44
"2006-07-03 05:30:00",3150.95,18.57
"2006-07-04 05:30:00",3138.65,18.5
"2006-07-05 05:30:00",3197.1,18.84
"2006-07-06 05:30:00",3156.4,18.6
"2006-07-07 05:30:00",3075.85,18.13
"2006-07-10 05:30:00",3142,18.52
"2006-07-11 05:30:00",3116.15,18.36
"2006-07-12 05:30:00",3195.9,18.76
"2006-07-13 05:30:00",3169.3,18.61
"2006-07-14 05:30:00",3123.35,18.33
"2006-07-17 05:30:00",3007.55,17.63
"2006-07-18 05:30:00",2993.65,17.52
"2006-07-19 05:30:00",2932.75,17
"2006-07-20 05:30:00",3023.05,17.43
"2006-07-21 05:30:00",2945,16.93
"2006-07-24 05:30:00",2985.85,17.13
"2006-07-25 05:30:00",3040.5,17.44
"2006-07-26 05:30:00",3110.15,17.58
"2006-07-27 05:30:00",3156.15,17.83
"2006-07-28 05:30:00",3130.8,17.57
"2006-07-31 05:30:00",3143.2,17.64
"2006-08-01 05:30:00",3147.8,17.67
"2006-08-02 05:30:00",3182.1,17.86
"2006-08-03 05:30:00",3190,17.9
"2006-08-04 05:30:00",3176.75,17.83
"2006-08-07 05:30:00",3151.1,17.69
"2006-08-08 05:30:00",3212.4,18.03
"2006-08-09 05:30:00",3254.6,18.27
"2006-08-10 05:30:00",3260.1,18.3
"2006-08-11 05:30:00",3274.35,18.38
"2006-08-14 05:30:00",3313.1,18.6
"2006-08-16 05:30:00",3356.05,18.84
"2006-08-17 05:30:00",3353.9,18.83
"2006-08-18 05:30:00",3356.75,18.84
"2006-08-21 05:30:00",3366,18.88
"2006-08-22 05:30:00",3364.6,18.88
"2006-08-23 05:30:00",3335.8,18.71
"2006-08-24 05:30:00",3370.4,18.91
"2006-08-25 05:30:00",3385.95,19
"2006-08-28 05:30:00",3401.1,19.08
"2006-08-29 05:30:00",3425.7,19.22
"2006-08-30 05:30:00",3430.35,19.25
"2006-08-31 05:30:00",3413.9,19.15
"2006-09-01 05:30:00",3435.45,19.68
"2006-09-04 05:30:00",3476.85,19.92
"2006-09-05 05:30:00",3473.75,19.9
"2006-09-06 05:30:00",3477.25,19.92
"2006-09-07 05:30:00",3454.55,19.79
"2006-09-08 05:30:00",3471.45,19.89
"2006-09-11 05:30:00",3366.15,19.29
"2006-09-12 05:30:00",3389.9,19.42
"2006-09-13 05:30:00",3454.55,19.81
"2006-09-14 05:30:00",3471.6,19.91
"2006-09-15 05:30:00",3478.6,19.95
"2006-09-18 05:30:00",3492.75,20.03
"2006-09-19 05:30:00",3457.35,19.83
"2006-09-20 05:30:00",3502.8,20.09
"2006-09-21 05:30:00",3553.05,20.38
"2006-09-22 05:30:00",3544.05,20.33
"2006-09-25 05:30:00",3523.45,20.21
"2006-09-26 05:30:00",3571.75,20.83
"2006-09-27 05:30:00",3579.3,20.87
"2006-09-28 05:30:00",3571.75,20.83
"2006-09-29 05:30:00",3588.4,20.92
"2006-10-03 05:30:00",3569.6,20.82
"2006-10-04 05:30:00",3515.35,20.5
"2006-10-05 05:30:00",3564.9,20.79
"2006-10-06 05:30:00",3569.7,20.82
"2006-10-09 05:30:00",3567.15,20.82
"2006-10-10 05:30:00",3571.05,20.83
"2006-10-11 05:30:00",3558.55,20.68
"2006-10-12 05:30:00",3621.05,21.04
"2006-10-13 05:30:00",3676.05,21.36
"2006-10-16 05:30:00",3723.95,21.64
"2006-10-17 05:30:00",3715,21.47
"2006-10-18 05:30:00",3710.65,21.33
"2006-10-19 05:30:00",3677.8,21.06
"2006-10-20 05:30:00",3676.85,20.91
"2006-10-21 05:30:00",3683.5,20.94
"2006-10-23 05:30:00",3657.3,20.79
"2006-10-26 05:30:00",3677.55,20.79
"2006-10-27 05:30:00",3739.35,21.04
"2006-10-30 05:30:00",3769.1,20.48
"2006-10-31 05:30:00",3744.1,20.37
"2006-11-01 05:30:00",3767.05,20.16
"2006-11-02 05:30:00",3791.2,20.29
"2006-11-03 05:30:00",3805.35,20.37
"2006-11-06 05:30:00",3809.25,20.39
"2006-11-07 05:30:00",3798.75,20.34
"2006-11-08 05:30:00",3777.3,20.22
"2006-11-09 05:30:00",3796.4,20.32
"2006-11-10 05:30:00",3834.75,20.53
"2006-11-13 05:30:00",3858.75,20.66
"2006-11-14 05:30:00",3865.9,20.7
"2006-11-15 05:30:00",3876.3,20.78
"2006-11-16 05:30:00",3876.85,20.78
"2006-11-17 05:30:00",3852.8,20.65
"2006-11-20 05:30:00",3856.15,20.67
"2006-11-21 05:30:00",3918.25,21
"2006-11-22 05:30:00",3954.75,21.2
"2006-11-23 05:30:00",3945.45,21.14
"2006-11-24 05:30:00",3950.85,21.17
"2006-11-27 05:30:00",3968.9,21.25
"2006-11-28 05:30:00",3921.75,21
"2006-11-29 05:30:00",3928.2,21.03
"2006-11-30 05:30:00",3954.5,21.18
"2006-12-01 05:30:00",3997.6,21.41
"2006-12-04 05:30:00",4001,21.43
"2006-12-05 05:30:00",4015.75,21.51
"2006-12-06 05:30:00",4015.95,21.51
"2006-12-07 05:30:00",4015.35,21.54
"2006-12-08 05:30:00",3962,21.23
"2006-12-11 05:30:00",3849.5,20.62
"2006-12-12 05:30:00",3716.9,19.91
"2006-12-13 05:30:00",3765.2,20.17
"2006-12-14 05:30:00",3843.05,20.59
"2006-12-15 05:30:00",3888.65,20.83
"2006-12-18 05:30:00",3928.75,21.05
"2006-12-19 05:30:00",3832,20.53
"2006-12-20 05:30:00",3815.55,20.45
"2006-12-21 05:30:00",3833.5,20.54
"2006-12-22 05:30:00",3871.15,20.74
"2006-12-26 05:30:00",3940.5,21.12
"2006-12-27 05:30:00",3974.25,21.3
"2006-12-28 05:30:00",3970.55,21.28
"2006-12-29 05:30:00",3966.4,21.26
"2007-01-02 05:30:00",4007.4,21.48
"2007-01-03 05:30:00",4024.05,21.57
"2007-01-04 05:30:00",3988.8,21.38
"2007-01-05 05:30:00",3983.4,21.35
"2007-01-08 05:30:00",3933.4,21.08
"2007-01-09 05:30:00",3911.4,20.97
"2007-01-10 05:30:00",3850.3,20.64
"2007-01-11 05:30:00",3942.25,21.04
"2007-01-12 05:30:00",4052.45,21.63
"2007-01-15 05:30:00",4078.4,21.77
"2007-01-16 05:30:00",4080.5,21.67
"2007-01-17 05:30:00",4076.45,21.59
"2007-01-18 05:30:00",4109.05,21.74
"2007-01-19 05:30:00",4090.15,21.43
"2007-01-22 05:30:00",4102.45,21.42
"2007-01-23 05:30:00",4066.1,20.96
"2007-01-24 05:30:00",4089.9,21.07
"2007-01-25 05:30:00",4147.7,21.35
"2007-01-29 05:30:00",4124.45,20.88
"2007-01-31 05:30:00",4082.7,19.85
"2007-02-01 05:30:00",4137.2,19.95
"2007-02-02 05:30:00",4183.5,20.12
"2007-02-05 05:30:00",4215.35,20.27
"2007-02-06 05:30:00",4195.9,20.18
"2007-02-07 05:30:00",4224.25,20.32
"2007-02-08 05:30:00",4223.4,20.31
"2007-02-09 05:30:00",4187.4,20.14
"2007-02-12 05:30:00",4058.3,19.52
"2007-02-13 05:30:00",4044.55,19.45
"2007-02-14 05:30:00",4047.1,19.47
"2007-02-15 05:30:00",4146.2,19.94
"2007-02-19 05:30:00",4164.55,20.02
"2007-02-20 05:30:00",4106.95,19.74
"2007-02-21 05:30:00",4096.2,19.69
"2007-02-22 05:30:00",4040,19.42
"2007-02-23 05:30:00",3938.95,18.94
"2007-02-26 05:30:00",3942,18.95
"2007-02-27 05:30:00",3893.9,18.72
"2007-02-28 05:30:00",3745.3,18.01
"2007-03-01 05:30:00",3811.2,18.33
"2007-03-02 05:30:00",3726.75,17.92
"2007-03-05 05:30:00",3576.5,17.2
"2007-03-06 05:30:00",3655.65,17.58
"2007-03-07 05:30:00",3626.85,17.44
"2007-03-08 05:30:00",3761.65,18.09
"2007-03-09 05:30:00",3718,17.88
"2007-03-12 05:30:00",3734.6,17.96
"2007-03-13 05:30:00",3770.55,18.14
"2007-03-14 05:30:00",3641.1,17.51
"2007-03-15 05:30:00",3643.6,17.53
"2007-03-16 05:30:00",3608.55,17.36
"2007-03-19 05:30:00",3678.9,17.7
"2007-03-20 05:30:00",3697.6,17.79
"2007-03-21 05:30:00",3764.55,18.11
"2007-03-22 05:30:00",3875.9,18.65
"2007-03-23 05:30:00",3861.05,18.58
"2007-03-26 05:30:00",3819.95,18.38
"2007-03-28 05:30:00",3761.1,18.1
"2007-03-29 05:30:00",3798.1,18.29
"2007-03-30 05:30:00",3821.55,18.4
"2007-04-02 05:30:00",3633.6,17.49
"2007-04-03 05:30:00",3690.65,17.77
"2007-04-04 05:30:00",3733.25,18.43
"2007-04-05 05:30:00",3752,18.54
"2007-04-09 05:30:00",3843.5,19
"2007-04-10 05:30:00",3848.15,19.02
"2007-04-11 05:30:00",3862.65,19.09
"2007-04-12 05:30:00",3829.85,18.93
"2007-04-13 05:30:00",3917.35,19.28
"2007-04-16 05:30:00",4013.35,19.75
"2007-04-17 05:30:00",3984.95,19.55
"2007-04-18 05:30:00",4011.6,19.66
"2007-04-19 05:30:00",3997.65,19.57
"2007-04-20 05:30:00",4083.55,19.88
"2007-04-23 05:30:00",4085.1,19.88
"2007-04-24 05:30:00",4141.8,20.13
"2007-04-25 05:30:00",4167.3,20.24
"2007-04-26 05:30:00",4177.85,20.25
"2007-04-27 05:30:00",4083.5,19.58
"2007-04-30 05:30:00",4087.9,19.48
"2007-05-03 05:30:00",4150.85,19.76
"2007-05-04 05:30:00",4117.35,19.59
"2007-05-07 05:30:00",4111.15,19.56
"2007-05-08 05:30:00",4077,19.39
"2007-05-09 05:30:00",4079.3,19.36
"2007-05-10 05:30:00",4066.8,19.31
"2007-05-11 05:30:00",4076.65,19.35
"2007-05-14 05:30:00",4134.3,19.54
"2007-05-15 05:30:00",4120.3,19.46
"2007-05-16 05:30:00",4170.95,19.7
"2007-05-17 05:30:00",4219.55,19.93
"2007-05-18 05:30:00",4214.5,19.78
"2007-05-21 05:30:00",4260.9,19.83
"2007-05-22 05:30:00",4278.1,19.91
"2007-05-23 05:30:00",4246.2,19.78
"2007-05-24 05:30:00",4204.9,19.59
"2007-05-25 05:30:00",4248.15,19.98
"2007-05-28 05:30:00",4256.55,20.02
"2007-05-29 05:30:00",4293.25,20.11
"2007-05-30 05:30:00",4249.65,20.17
"2007-05-31 05:30:00",4295.8,20.41
"2007-06-01 05:30:00",4297.05,20.41
"2007-06-04 05:30:00",4267.05,20.27
"2007-06-05 05:30:00",4284.65,20.35
"2007-06-06 05:30:00",4198.25,19.94
"2007-06-07 05:30:00",4179.5,19.85
"2007-06-08 05:30:00",4145,19.69
"2007-06-11 05:30:00",4145.6,19.69
"2007-06-12 05:30:00",4155.2,19.74
"2007-06-13 05:30:00",4113.05,19.54
"2007-06-14 05:30:00",4170,19.81
"2007-06-15 05:30:00",4171.45,19.82
"2007-06-18 05:30:00",4147.1,19.7
"2007-06-19 05:30:00",4214.3,20.02
"2007-06-20 05:30:00",4248.65,20.19
"2007-06-21 05:30:00",4267.4,20.28
"2007-06-22 05:30:00",4252.05,20.2
"2007-06-25 05:30:00",4259.4,20.32
"2007-06-26 05:30:00",4285.7,20.44
"2007-06-27 05:30:00",4263.95,20.34
"2007-06-28 05:30:00",4282,20.42
"2007-06-29 05:30:00",4318.3,20.6
"2007-07-02 05:30:00",4313.75,20.62
"2007-07-03 05:30:00",4357.55,20.83
"2007-07-04 05:30:00",4359.3,20.84
"2007-07-05 05:30:00",4353.95,20.81
"2007-07-06 05:30:00",4384.85,21.11
"2007-07-09 05:30:00",4419.4,21.27
"2007-07-10 05:30:00",4406.05,21.2
"2007-07-11 05:30:00",4387.15,21.06
"2007-07-12 05:30:00",4446.15,21.35
"2007-07-13 05:30:00",4504.55,21.63
"2007-07-16 05:30:00",4512.15,21.78
"2007-07-17 05:30:00",4496.75,21.65
"2007-07-18 05:30:00",4499.55,21.64
"2007-07-19 05:30:00",4562.1,21.86
"2007-07-20 05:30:00",4566.05,21.76
"2007-07-23 05:30:00",4619.35,22
"2007-07-24 05:30:00",4620.75,22.01
"2007-07-25 05:30:00",4588.7,21.71
"2007-07-26 05:30:00",4619.8,21.71
"2007-07-27 05:30:00",4445.2,20.87
"2007-07-30 05:30:00",4440.05,20.34
"2007-07-31 05:30:00",4528.85,20.49
"2007-08-01 05:30:00",4345.85,19.65
"2007-08-02 05:30:00",4356.35,19.72
"2007-08-03 05:30:00",4401.55,19.93
"2007-08-06 05:30:00",4339.5,19.65
"2007-08-07 05:30:00",4356.35,19.72
"2007-08-08 05:30:00",4462.1,20.2
"2007-08-09 05:30:00",4403.2,19.94
"2007-08-10 05:30:00",4333.35,19.63
"2007-08-13 05:30:00",4373.65,19.81
"2007-08-14 05:30:00",4370.2,19.77
"2007-08-16 05:30:00",4178.6,18.9
"2007-08-17 05:30:00",4108.05,18.58
"2007-08-20 05:30:00",4209.05,19.04
"2007-08-21 05:30:00",4074.9,18.43
"2007-08-22 05:30:00",4153.15,18.79
"2007-08-23 05:30:00",4114.95,18.62
"2007-08-24 05:30:00",4190.15,18.96
"2007-08-27 05:30:00",4302.6,19.47
"2007-08-28 05:30:00",4320.7,19.55
"2007-08-29 05:30:00",4359.3,19.72
"2007-08-30 05:30:00",4412.3,19.96
"2007-08-31 05:30:00",4464,20.2
"2007-09-03 05:30:00",4474.75,20.25
"2007-09-04 05:30:00",4479.25,20.27
"2007-09-05 05:30:00",4475.85,20.26
"2007-09-06 05:30:00",4518.6,20.45
"2007-09-07 05:30:00",4509.5,20.41
"2007-09-10 05:30:00",4507.85,20.4
"2007-09-11 05:30:00",4497.05,20.35
"2007-09-12 05:30:00",4496.85,20.35
"2007-09-13 05:30:00",4528.95,20.5
"2007-09-14 05:30:00",4518,20.45
"2007-09-17 05:30:00",4494.65,20.34
"2007-09-18 05:30:00",4546.2,20.57
"2007-09-19 05:30:00",4732.35,21.42
"2007-09-20 05:30:00",4747.55,21.49
"2007-09-21 05:30:00",4837.55,21.89
"2007-09-24 05:30:00",4932.2,22.18
"2007-09-25 05:30:00",4938.85,22.21
"2007-09-26 05:30:00",4940.5,22.21
"2007-09-27 05:30:00",5000.55,22.49
"2007-09-28 05:30:00",5021.35,22.58
"2007-10-01 05:30:00",5068.95,22.79
"2007-10-03 05:30:00",5210.8,23.43
"2007-10-04 05:30:00",5208.65,23.42
"2007-10-05 05:30:00",5185.85,23.62
"2007-10-08 05:30:00",5085.1,23.16
"2007-10-09 05:30:00",5327.25,24.26
"2007-10-10 05:30:00",5441.45,24.78
"2007-10-11 05:30:00",5524.85,25.13
"2007-10-12 05:30:00",5428.25,24.67
"2007-10-15 05:30:00",5670.4,25.77
"2007-10-16 05:30:00",5668.05,25.71
"2007-10-17 05:30:00",5559.3,25.2
"2007-10-18 05:30:00",5351,24.33
"2007-10-19 05:30:00",5215.3,23.46
"2007-10-22 05:30:00",5184,23.28
"2007-10-23 05:30:00",5473.7,24.53
"2007-10-24 05:30:00",5496.15,24.66
"2007-10-25 05:30:00",5568.95,25.01
"2007-10-26 05:30:00",5702.3,25.57
"2007-10-29 05:30:00",5905.9,26.35
"2007-10-30 05:30:00",5868.75,26.01
"2007-10-31 05:30:00",5900.65,25.74
"2007-11-01 05:30:00",5866.45,25.65
"2007-11-02 05:30:00",5932.4,25.94
"2007-11-05 05:30:00",5847.3,25.57
"2007-11-06 05:30:00",5786.5,25.31
"2007-11-07 05:30:00",5782.35,25.29
"2007-11-08 05:30:00",5698.75,24.92
"2007-11-09 05:30:00",5663.25,24.77
"2007-11-12 05:30:00",5617.1,24.57
"2007-11-13 05:30:00",5695.4,24.92
"2007-11-14 05:30:00",5937.9,25.98
"2007-11-15 05:30:00",5912.1,25.87
"2007-11-16 05:30:00",5906.85,25.86
"2007-11-19 05:30:00",5907.65,25.87
"2007-11-20 05:30:00",5780.9,25.32
"2007-11-21 05:30:00",5561.05,24.35
"2007-11-22 05:30:00",5519.35,24.17
"2007-11-23 05:30:00",5608.6,24.53
"2007-11-26 05:30:00",5731.7,25.07
"2007-11-27 05:30:00",5698.15,24.92
"2007-11-28 05:30:00",5617.55,24.57
"2007-11-29 05:30:00",5634.6,24.65
"2007-11-30 05:30:00",5762.75,25.21
"2007-12-03 05:30:00",5865,25.66
"2007-12-04 05:30:00",5858.35,25.63
"2007-12-05 05:30:00",5940,25.98
"2007-12-06 05:30:00",5954.7,26.05
"2007-12-07 05:30:00",5974.3,26.14
"2007-12-10 05:30:00",5960.6,26.08
"2007-12-11 05:30:00",6097.25,26.68
"2007-12-12 05:30:00",6159.3,27.69
"2007-12-13 05:30:00",6058.1,27.23
"2007-12-14 05:30:00",6047.7,27.19
"2007-12-17 05:30:00",5777,25.97
"2007-12-18 05:30:00",5742.3,25.81
"2007-12-19 05:30:00",5751.15,25.85
"2007-12-20 05:30:00",5766.5,25.92
