Stock,Quarter,Close,EPS(Q),Sales(Q),EPS(TTM),Sales(TTM),PE(TTM),Prev_EPS(Q),Prev_EPS(TTM),Prev_Sales,Prev_PE,Prev_Close,FR%,SR%,TR%,Sales%,EPS%,Return%
GRANULES.NS,2021-11-15,311.25,3.26,888.0,19.189999999999998,3382.0,16.22,4.85,22.54,850.0,16.0,360.7,-14.86,1.17,-13.69,4.47,-32.78,-13.69
GRAPHITE.NS,2020-08-15,178.5,-3.99,409.0,-12.950000000000001,2536.0,-13.78,,,,,,,,,,,
GRAPHITE.NS,2020-11-15,181.4,-2.1,485.0,-24.52,2139.0,-7.4,-3.99,-12.950000000000001,409.0,-13.78,178.5,89.34,-87.64,1.7000000000000028,18.58,-47.37,1.7000000000000028
GRAPHITE.NS,2021-02-15,417.0,1.18,499.0,-5.2700000000000005,1995.0,-79.13,-2.1,-24.52,485.0,-7.4,181.4,-78.51,208.39,129.88,2.89,-156.19,129.88
GRAPHITE.NS,2021-05-16,712.8,3.28,565.0,-1.6300000000000003,1958.0,-437.3,1.18,-5.2700000000000005,499.0,-79.13,417.0,-69.07,140.0,70.93,13.23,177.97,70.93
GRAPHITE.NS,2021-08-15,678.45,7.68,610.0,10.04,2159.0,67.57,3.28,-1.6300000000000003,565.0,-437.3,712.8,-715.95,711.12,-4.830000000000041,7.96,134.15,-4.830000000000041
GRAPHITE.NS,2021-11-15,527.75,6.55,692.0,18.69,2366.0,28.24,7.68,10.04,610.0,67.57,678.45,86.16,-108.35,-22.189999999999998,13.44,-14.71,-22.189999999999998
GNFC.NS,2020-08-15,169.05,0.19,700.0,28.4,4652.0,5.95,,,,,,,,,,,
GNFC.NS,2020-11-15,196.7,9.06,1187.0,31.99,4507.0,6.15,0.19,28.4,700.0,5.95,169.05,12.64,3.78,16.42,69.57,4668.42,16.42
GNFC.NS,2021-02-15,225.45,15.61,1508.0,40.300000000000004,4737.0,5.59,9.06,31.99,1187.0,6.15,196.7,25.98,-11.47,14.51,27.04,72.3,14.51
GNFC.NS,2021-05-16,388.95,19.98,1733.0,44.84,5128.0,8.67,15.61,40.300000000000004,1508.0,5.59,225.45,11.27,61.26,72.53,14.92,27.99,72.53
GNFC.NS,2021-08-15,366.1,15.56,1394.0,60.21,5822.0,6.08,19.98,44.84,1733.0,8.67,388.95,34.28,-40.09,-5.810000000000002,-19.56,-22.12,-5.810000000000002
GNFC.NS,2021-11-15,468.95,18.32,2096.0,69.47,6731.0,6.75,15.56,60.21,1394.0,6.08,366.1,15.38,12.71,28.090000000000003,50.36,17.74,28.090000000000003
HEG.NS,2020-08-15,777.4,3.71,233.0,-41.85,1565.0,-18.58,,,,,,,,,,,
