Stock,Year,Close,EPS(TTM),PE(TTM),Prev_EPS,Prev_PE,Prev_Close,FR%,SR%,TR%
HDFCBANK.NS,2016-05-16,570.45,25.32,22.53,21.32,23.22,495.05,18.76,-3.53,15.230000000000002
HDFCBANK.NS,2017-05-16,776.7,29.81,26.06,25.32,22.53,570.45,17.73,18.45,36.18
HDFCBANK.NS,2018-05-16,1018.9,35.66,28.57,29.81,26.06,776.7,19.62,11.52,31.14
HDFCBANK.NS,2019-05-16,1143.35,41.0,27.89,35.66,28.57,1018.9,14.97,-2.74,12.23
HDFCBANK.NS,2020-05-16,888.15,49.7,17.87,41.0,27.89,1143.35,21.22,-43.56,-22.340000000000003
HDFCBANK.NS,2021-05-16,1386.85,57.74,24.02,49.7,17.87,888.15,16.18,39.98,56.16
HDFCBANK.NS,2021-11-15,1553.0,61.98,25.06,57.74,24.02,1386.85,7.34,4.65,11.99
BAJAJ-AUTO.NS,2012-05-16,1608.65,105.35,15.27,,,,,,
BAJAJ-AUTO.NS,2013-05-16,1822.05,108.26,16.83,105.35,15.27,1608.65,2.76,10.5,13.26
BAJAJ-AUTO.NS,2014-05-16,1950.5,116.82,16.7,108.26,16.83,1822.05,7.91,-0.83,7.08
BAJAJ-AUTO.NS,2015-05-16,2186.5,104.56,20.91,116.82,16.7,1950.5,-10.49,22.57,12.08
BAJAJ-AUTO.NS,2016-05-16,2517.7,140.35,17.94,104.56,20.91,2186.5,34.23,-19.06,15.169999999999998
BAJAJ-AUTO.NS,2017-05-16,2999.7,140.98,21.28,140.35,17.94,2517.7,0.45,18.7,19.15
BAJAJ-AUTO.NS,2018-05-16,2823.65,145.8,19.37,140.98,21.28,2999.7,3.42,-9.28,-5.859999999999999
BAJAJ-AUTO.NS,2019-05-16,2914.45,170.29,17.11,145.8,19.37,2823.65,16.8,-13.63,3.17
BAJAJ-AUTO.NS,2020-05-16,2663.6,180.11,14.79,170.29,17.11,2914.45,5.77,-14.34,-8.57
BAJAJ-AUTO.NS,2021-05-16,3848.8,167.85,22.93,180.11,14.79,2663.6,-6.81,51.3,44.489999999999995
BAJAJ-AUTO.NS,2021-11-15,3635.05,223.85,16.24,167.85,22.93,3848.8,33.36,-38.91,-5.549999999999997
HEROMOTOCO.NS,2014-05-16,2440.8,105.3,23.18,,,,,,
HEROMOTOCO.NS,2015-05-16,2529.7,118.42,21.36,105.3,23.18,2440.8,12.46,-8.83,3.630000000000001
HEROMOTOCO.NS,2016-05-16,2912.6,157.34,18.51,118.42,21.36,2529.7,32.87,-17.73,15.139999999999997
HEROMOTOCO.NS,2017-05-16,3515.45,179.49,19.59,157.34,18.51,2912.6,14.08,6.66,20.740000000000002
HEROMOTOCO.NS,2018-05-16,3649.6,186.29,19.59,179.49,19.59,3515.45,3.79,0.0,3.79
HEROMOTOCO.NS,2019-05-16,2493.4,172.44,14.46,186.29,19.59,3649.6,-7.43,-24.24,-31.669999999999998
HEROMOTOCO.NS,2020-05-16,2193.55,182.14,12.04,172.44,14.46,2493.4,5.63,-17.68,-12.05
HEROMOTOCO.NS,2021-05-16,2812.35,146.05,19.26,182.14,12.04,2193.55,-19.81,48.07,28.26
HEROMOTOCO.NS,2021-11-15,2683.05,145.26,18.47,146.05,19.26,2812.35,-0.54,-4.08,-4.62
GRASIM.NS,2012-05-16,365.93,57.74,6.34,,,,,,
GRASIM.NS,2013-05-16,469.95,58.92,7.98,57.74,6.34,365.93,2.04,26.41,28.45
GRASIM.NS,2014-05-16,455.08,45.13,10.08,58.92,7.98,469.95,-23.4,20.17,-3.229999999999997
GRASIM.NS,2015-05-16,549.99,37.95,14.49,45.13,10.08,455.08,-15.91,36.78,20.87
GRASIM.NS,2016-05-16,658.67,52.91,12.45,37.95,14.49,549.99,39.42,-19.63,19.790000000000003
GRASIM.NS,2017-05-16,908.43,67.85,13.39,52.91,12.45,658.67,28.24,9.68,37.92
GRASIM.NS,2018-05-16,1089.45,40.75,26.73,67.85,13.39,908.43,-39.94,59.84,19.900000000000006
GRASIM.NS,2019-05-16,814.8,25.75,31.64,40.75,26.73,1089.45,-36.81,11.61,-25.200000000000003
GRASIM.NS,2020-05-16,517.85,67.07,7.72,25.75,31.64,814.8,160.47,-196.9,-36.43000000000001
GRASIM.NS,2021-05-16,1367.0,65.42,20.9,67.07,7.72,517.85,-2.46,166.5,164.04
GRASIM.NS,2021-11-15,1858.45,93.17,19.95,65.42,20.9,1367.0,42.42,-6.47,35.95
WIPRO.NS,2012-05-16,151.59,8.55,17.73,,,,,,
WIPRO.NS,2013-05-16,129.81,9.36,13.87,8.55,17.73,151.59,9.47,-23.83,-14.359999999999998
WIPRO.NS,2014-05-16,193.69,12.08,16.03,9.36,13.87,129.81,29.06,20.1,49.16
WIPRO.NS,2015-05-16,201.92,13.15,15.36,12.08,16.03,193.69,8.86,-4.55,4.31
WIPRO.NS,2016-05-16,202.37,13.52,14.97,13.15,15.36,201.92,2.81,-2.61,0.20000000000000018
WIPRO.NS,2017-05-16,189.86,13.1,14.49,13.52,14.97,202.37,-3.11,-3.11,-6.22
WIPRO.NS,2018-05-16,203.25,13.27,15.32,13.1,14.49,189.86,1.3,5.8,7.1
WIPRO.NS,2019-05-16,283.0,14.92,18.97,13.27,15.32,203.25,12.43,26.79,39.22
WIPRO.NS,2020-05-16,183.8,17.02,10.8,14.92,18.97,283.0,14.08,-49.14,-35.06
WIPRO.NS,2021-05-16,498.45,19.7,25.3,17.02,10.8,183.8,15.75,155.41,171.16
WIPRO.NS,2021-11-15,660.05,21.88,30.17,19.7,25.3,498.45,11.07,21.38,32.45
M&M.NS,2012-05-16,327.45,25.46,12.86,,,,,,
M&M.NS,2013-05-16,491.88,33.38,14.74,25.46,12.86,327.45,31.11,19.16,50.269999999999996
M&M.NS,2014-05-16,552.28,37.89,14.58,33.38,14.74,491.88,13.51,-1.23,12.28
M&M.NS,2015-05-16,624.53,25.26,24.72,37.89,14.58,552.28,-33.33,46.38,13.050000000000004
M&M.NS,2016-05-16,656.38,25.35,25.89,25.26,24.72,624.53,0.36,4.75,5.11
M&M.NS,2017-05-16,687.83,29.77,23.1,25.35,25.89,656.38,17.44,-12.65,4.790000000000001
M&M.NS,2018-05-16,847.05,60.41,14.02,29.77,23.1,687.83,102.92,-79.75,23.17
M&M.NS,2019-05-16,609.65,42.76,14.26,60.41,14.02,847.05,-29.22,1.21,-28.009999999999998
M&M.NS,2020-05-16,381.3,1.02,373.82,42.76,14.26,609.65,-97.61,60.16,-37.45
M&M.NS,2021-05-16,741.5,14.58,50.86,1.02,373.82,381.3,1329.41,-1234.92,94.49000000000001
M&M.NS,2021-11-15,937.8,33.2,28.25,14.58,50.86,741.5,127.71,-101.23,26.47999999999999
MARUTI.NS,2012-05-16,1217.3,58.19,20.92,,,,,,
MARUTI.NS,2013-05-16,1739.05,81.74,21.28,58.19,20.92,1217.3,40.47,2.42,42.89
MARUTI.NS,2014-05-16,2117.85,94.44,22.43,81.74,21.28,1739.05,15.54,6.25,21.79
MARUTI.NS,2015-05-16,3671.2,126.04,29.13,94.44,22.43,2117.85,33.46,39.87,73.33
MARUTI.NS,2016-05-16,3846.25,181.98,21.14,126.04,29.13,3671.2,44.38,-39.61,4.770000000000003
MARUTI.NS,2017-05-16,6823.9,248.61,27.45,181.98,21.14,3846.25,36.61,40.79,77.4
MARUTI.NS,2018-05-16,8726.6,260.86,33.45,248.61,27.45,6823.9,4.93,22.94,27.87
MARUTI.NS,2019-05-16,6493.75,253.21,25.65,260.86,33.45,8726.6,-2.93,-22.63,-25.56
MARUTI.NS,2020-05-16,5100.4,187.9,27.14,253.21,25.65,6493.75,-25.79,4.31,-21.48
MARUTI.NS,2021-05-16,6736.4,145.3,46.36,187.9,27.14,5100.4,-22.67,54.75,32.08
MARUTI.NS,2021-11-15,7479.85,139.03,53.8,145.3,46.36,6736.4,-4.32,15.36,11.04
TITAN.NS,2012-05-16,243.6,6.77,35.98,,,,,,
TITAN.NS,2013-05-16,284.8,8.17,34.86,6.77,35.98,243.6,20.68,-3.76,16.92
TITAN.NS,2014-05-16,317.4,8.28,38.33,8.17,34.86,284.8,1.35,10.09,11.44
TITAN.NS,2015-05-16,367.95,9.19,40.04,8.28,38.33,317.4,10.99,4.95,15.940000000000001
TITAN.NS,2016-05-16,364.7,7.6,47.99,9.19,40.04,367.95,-17.3,16.42,-0.879999999999999
TITAN.NS,2017-05-16,483.65,8.01,60.38,7.6,47.99,364.7,5.39,27.21,32.6
TITAN.NS,2018-05-16,931.0,12.73,73.13,8.01,60.38,483.65,58.93,33.56,92.49000000000001
TITAN.NS,2019-05-16,1163.0,15.82,73.51,12.73,73.13,931.0,24.27,0.65,24.919999999999998
TITAN.NS,2020-05-16,845.6,16.91,50.01,15.82,73.51,1163.0,6.89,-34.17,-27.28
TITAN.NS,2021-05-16,1455.85,10.96,132.83,16.91,50.01,845.6,-35.19,107.34,72.15
TITAN.NS,2021-11-15,2539.5,19.69,128.97,10.96,132.83,1455.85,79.65,-5.22,74.43
AXISBANK.NS,2012-05-16,198.72,20.42,9.73,,,,,,
AXISBANK.NS,2013-05-16,301.74,22.37,13.49,20.42,9.73,198.72,9.55,42.33,51.879999999999995
AXISBANK.NS,2014-05-16,332.81,26.86,12.39,22.37,13.49,301.74,20.07,-9.79,10.280000000000001
AXISBANK.NS,2015-05-16,562.05,31.42,17.89,26.86,12.39,332.81,16.98,51.92,68.9
AXISBANK.NS,2016-05-16,490.65,35.04,14.0,31.42,17.89,562.05,11.52,-24.25,-12.73
AXISBANK.NS,2017-05-16,500.1,16.51,30.29,35.04,14.0,490.65,-52.88,54.81,1.9299999999999997
AXISBANK.NS,2018-05-16,549.7,1.78,308.82,16.51,30.29,500.1,-89.22,99.14,9.920000000000002
AXISBANK.NS,2019-05-16,721.95,19.59,36.85,1.78,308.82,549.7,1000.56,-969.24,31.319999999999936
AXISBANK.NS,2020-05-16,388.55,6.57,59.14,19.59,36.85,721.95,-66.46,20.28,-46.17999999999999
AXISBANK.NS,2021-05-16,685.0,23.49,29.16,6.57,59.14,388.55,257.53,-181.25,76.27999999999997
AXISBANK.NS,2021-11-15,736.05,32.64,22.55,23.49,29.16,685.0,38.95,-31.5,7.450000000000003
INFY.NS,2012-05-16,301.9,18.14,16.64,,,,,,
INFY.NS,2013-05-16,295.06,20.52,14.38,18.14,16.64,301.9,13.12,-15.36,-2.24
INFY.NS,2014-05-16,409.06,23.31,17.55,20.52,14.38,295.06,13.6,25.04,38.64
INFY.NS,2015-05-16,490.44,26.93,18.21,23.31,17.55,409.06,15.53,4.35,19.88
INFY.NS,2016-05-16,603.62,29.36,20.56,26.93,18.21,490.44,9.02,14.07,23.09
INFY.NS,2017-05-16,475.77,31.24,15.23,29.36,20.56,603.62,6.4,-27.59,-21.189999999999998
INFY.NS,2018-05-16,597.28,36.69,16.28,31.24,15.23,475.77,17.45,8.1,25.549999999999997
INFY.NS,2019-05-16,716.1,35.26,20.31,36.69,16.28,597.28,-3.9,23.79,19.89
INFY.NS,2020-05-16,652.3,38.96,16.74,35.26,20.31,716.1,10.49,-19.42,-8.930000000000001
INFY.NS,2021-05-16,1316.4,45.42,28.98,38.96,16.74,652.3,16.58,85.23,101.81
INFY.NS,2021-11-15,1780.2,49.2,36.18,45.42,28.98,1316.4,8.32,26.91,35.230000000000004
INDUSINDBK.NS,2016-05-16,1065.2,38.43,27.72,,,,,,
INDUSINDBK.NS,2017-05-16,1416.2,47.95,29.53,38.43,27.72,1065.2,24.77,8.15,32.92
INDUSINDBK.NS,2018-05-16,1916.95,60.08,31.91,47.95,29.53,1416.2,25.3,10.1,35.4
INDUSINDBK.NS,2019-05-16,1379.0,54.77,25.18,60.08,31.91,1916.95,-8.84,-19.23,-28.07
INDUSINDBK.NS,2020-05-16,418.7,64.28,6.51,54.77,25.18,1379.0,17.36,-87.03,-69.67
INDUSINDBK.NS,2021-05-16,890.85,37.89,23.51,64.28,6.51,418.7,-41.05,153.84,112.79
INDUSINDBK.NS,2021-11-15,1037.05,50.89,20.38,37.89,23.51,890.85,34.31,-17.88,16.430000000000003
ASIANPAINT.NS,2012-05-16,376.8,10.31,36.55,,,,,,
ASIANPAINT.NS,2013-05-16,482.45,11.61,41.55,10.31,36.55,376.8,12.61,15.41,28.02
ASIANPAINT.NS,2014-05-16,529.05,12.71,41.62,11.61,41.55,482.45,9.47,0.18,9.65
ASIANPAINT.NS,2015-05-16,790.3,14.54,54.35,12.71,41.62,529.05,14.4,34.99,49.39
ASIANPAINT.NS,2016-05-16,943.65,18.19,51.88,14.54,54.35,790.3,25.1,-5.69,19.41
ASIANPAINT.NS,2017-05-16,1148.05,20.22,56.78,18.19,51.88,943.65,11.16,10.5,21.66
ASIANPAINT.NS,2018-05-16,1314.65,21.26,61.84,20.22,56.78,1148.05,5.14,9.37,14.509999999999998
ASIANPAINT.NS,2019-05-16,1305.95,22.48,58.09,21.26,61.84,1314.65,5.74,-6.41,-0.6699999999999999
ASIANPAINT.NS,2020-05-16,1552.95,28.2,55.07,22.48,58.09,1305.95,25.44,-6.52,18.92
ASIANPAINT.NS,2021-05-16,2774.5,32.73,84.77,28.2,55.07,1552.95,16.06,62.6,78.66
ASIANPAINT.NS,2021-11-15,3122.9,33.93,92.04,32.73,84.77,2774.5,3.67,8.89,12.56
