Date, Market Mood Index, Nifty Index
04/03/2016,68.4759982255586,7485.35
03/03/2016,65.8000438442151,7475.6
02/03/2016,58.9804907293641,7368.85
01/03/2016,43.6151509267506,7222.3
29/02/2016,35.9297179106163,6987.05
26/02/2016,28.9980461455695,7029.75
25/02/2016,26.1266403622711,6970.6
24/02/2016,32.9234750074779,7018.7
23/02/2016,36.8856900424685,7109.55
22/02/2016,39.2045242793341,7234.55
19/02/2016,34.7062880093362,7210.75
18/02/2016,40.4965500419072,7191.75
17/02/2016,40.0112148755727,7108.45
16/02/2016,38.1430864488936,7048.25
15/02/2016,42.7516623610524,7162.95
12/02/2016,31.457918411708,6980.95
11/02/2016,22.9734976152713,6976.35
10/02/2016,22.7942645532969,7215.7
09/02/2016,26.8058453563136,7298.2
08/02/2016,37.1028170064784,7387.25
05/02/2016,37.6973320124853,7489.1
04/02/2016,23.8401420704381,7404
03/02/2016,19.2405773500644,7361.8
02/02/2016,24.9243387852094,7455.55
01/02/2016,28.7021241093443,7555.95
29/01/2016,29.0437063691151,7563.55
28/01/2016,27.2642228076851,7424.65
27/01/2016,28.1301749531732,7437.75
25/01/2016,29.4373432820853,7436.15
22/01/2016,30.6450478696068,7422.45
21/01/2016,26.701141784762,7276.8
20/01/2016,25.4748810393088,7309.3
19/01/2016,27.0944068945974,7435.1
18/01/2016,20.8365290417203,7351
15/01/2016,16.0309277664668,7437.8
14/01/2016,22.1203194714782,7536.8
13/01/2016,22.1203194714782,7562.4
12/01/2016,17.7839804557772,7510.3
11/01/2016,22.0611913478808,7563.85
08/01/2016,19.8573273759039,7601.35
07/01/2016,27.3166182175691,7568.3
06/01/2016,48.020659094303,7741
05/01/2016,54.9184792395262,7784.65
04/01/2016,62.0478454576258,7791.3
01/01/2016,72.8500989677344,7963.2
31/12/2015,68.0640758385935,7946.35
30/12/2015,61.9153573467249,7896.25
29/12/2015,60.9859580106668,7928.95
28/12/2015,60.1987619839071,7925.15
24/12/2015,58.7168768850676,7861.05
23/12/2015,53.9850165838864,7865.95
22/12/2015,59.6761133482148,7786.1
21/12/2015,62.6939679515988,7834.45
18/12/2015,57.9097236517471,7761.95
17/12/2015,47.0665440871261,7844.35
16/12/2015,27.2091870512564,7750.9
15/12/2015,22.0868431306804,7700.9
14/12/2015,21.33999736329,7650.05
11/12/2015,26.4829397487145,7610.45
10/12/2015,32.7293428745192,7683.3
